Date,Name,Age,Salary
2024-09-24,Person37,75,34074.56
2024-11-03,Person44,34,49304.28
2024-05-19,Person13,61,47751.53
2024-10-18,Person79,60,62615.97
2024-10-21,Person83,58,61200.11
2024-11-16,Person2,78,61039.38
2024-01-21,Person93,22,31380.88
2024-06-27,Person57,57,71743.66
2024-02-03,Person59,48,35160.99
2024-10-11,Person95,80,94466.29
2024-08-08,Person42,55,68024.53
2024-06-27,Person10,46,54799.78
2024-02-05,Person69,25,80554.64
2024-05-11,Person65,52,61138.17
2024-05-09,Person48,38,83628.61
2024-09-04,Person41,23,51976.93
2024-12-12,Person81,77,55710.29
2024-02-14,Person20,65,87052.37
2024-06-05,Person79,71,83644.36
2024-01-01,Person68,61,30501.88
2024-10-31,Person34,36,53870.45
2024-09-06,Person20,55,46950.65
2024-03-26,Person79,77,75213.34
2024-06-15,Person7,52,86445.45
2024-04-22,Person72,35,97683.42
2024-05-14,Person27,73,99225.12
2024-02-21,Person38,76,57435.41
2024-11-14,Person37,44,44078.14
2024-05-17,Person16,30,70964.61
2024-11-04,Person83,52,96395.54
2024-10-15,Person16,25,61769.29
2024-03-26,Person50,29,79511.92
2024-11-25,Person89,50,81098.54
2024-07-23,Person63,60,86139.77
2024-04-02,Person69,42,76697.84
2024-09-01,Person36,36,95071.93
2024-10-19,Person80,75,43656.68
2024-03-21,Person10,32,61747.53
2024-04-22,Person10,52,83125.47
2024-02-20,Person56,18,31348.54
2024-04-04,Person68,68,77337.8
2024-12-19,Person16,80,89077.52
2024-08-01,Person48,69,61482.81
2024-02-14,Person62,53,70649.95
2024-10-13,Person6,32,83754.87
2024-04-25,Person7,26,99642.58
2024-09-14,Person97,60,71710.42
2024-05-13,Person78,79,33272.27
2024-09-09,Person20,33,96232.28
2024-05-13,Person15,46,82343.84
2024-03-27,Person40,40,72298.75
2024-06-26,Person4,32,44329.99
2024-12-01,Person77,28,96833.47
2024-02-19,Person6,61,57045.15
2024-12-15,Person50,22,82724.7
2024-04-16,Person72,71,56696.52
2024-02-26,Person44,27,43622.07
2024-02-13,Person92,41,62026.35
2024-07-10,Person41,40,52273.15
2024-08-01,Person43,37,54033.96
2024-03-27,Person70,39,55098.58
2024-03-23,Person78,74,31479.56
2024-07-29,Person68,77,76372.03
2024-12-17,Person7,50,79186.43
2024-07-14,Person73,20,98917.89
2024-04-07,Person41,67,78750.95
2024-05-07,Person82,77,70259.56
2024-08-20,Person57,39,62897.72
2024-09-07,Person26,55,31251.86
2024-03-18,Person50,19,43598.15
2024-07-02,Person1,41,62497.02
2024-01-25,Person80,33,81933.08
2024-11-23,Person11,67,80401.01
2024-10-16,Person95,25,72766.82
2024-10-13,Person21,22,93958.76
2024-04-14,Person54,50,43858.53
2024-11-07,Person67,62,71327.68
2024-06-12,Person96,66,94295.51
2024-05-30,Person73,75,57237.82
2024-11-27,Person43,29,94496.35
2024-09-02,Person81,60,99102.22
2024-02-27,Person59,31,64313.16
2024-04-20,Person21,69,58263.08
2024-04-21,Person24,35,31144.69
2024-10-05,Person52,59,84102.77
2024-07-13,Person11,18,34332.38
2024-06-27,Person66,68,51995.69
2024-03-13,Person45,73,39984.98
2024-11-14,Person90,70,74463.25
2024-04-19,Person100,62,73687.58
2024-06-06,Person43,65,99377.94
2024-07-25,Person72,22,72201.9
2024-03-17,Person32,58,58390.39
2024-09-09,Person36,51,44059.01
2024-03-10,Person51,26,95713.17
2024-10-20,Person90,36,57860.19
2024-05-05,Person47,61,56253.98
2024-08-11,Person11,60,63823.48
2024-10-03,Person23,38,69916.57
2024-11-13,Person62,39,59591.62
2024-05-05,Person84,78,85867.34
2024-08-31,Person43,54,39006.14
2024-08-27,Person63,76,87803.21
2024-04-17,Person52,43,46641.68
2024-08-21,Person67,47,65559.17
2024-03-01,Person60,63,92672.62
2024-10-01,Person92,43,35183.56
2024-03-31,Person71,76,77171.08
2024-06-27,Person35,30,96625.55
2024-04-09,Person45,66,63202.53
2024-04-11,Person90,39,49671.96
2024-08-23,Person88,26,72379.23
2024-05-24,Person74,20,49662.63
2024-01-30,Person83,70,71593.83
2024-06-12,Person86,32,65462.68
2024-02-08,Person37,29,79996.97
2024-07-28,Person41,36,70916.24
2024-02-08,Person69,58,32978.63
2024-11-09,Person51,64,77779.4
2024-03-10,Person69,68,34860.75
2024-09-06,Person30,43,72477.96
2024-07-27,Person100,67,46315.66
2024-09-07,Person90,47,70981.18
2024-03-01,Person78,52,80864.63
2024-07-06,Person80,20,58541.58
2024-06-21,Person23,59,74646.34
2024-04-22,Person56,19,64261.97
2024-04-20,Person54,37,39528.19
2024-12-03,Person91,40,73141.55
2024-12-06,Person79,57,38030.05
2024-03-29,Person30,50,76244.96
2024-05-11,Person30,48,92315.75
2024-04-14,Person13,34,93818.31
2024-11-10,Person52,27,40325.0
2024-04-25,Person89,21,56988.46
2024-03-22,Person68,59,52749.93
2024-12-23,Person26,43,61257.75
2024-12-15,Person100,73,45598.32
2024-07-07,Person62,40,72280.54
2024-12-13,Person99,36,68456.48
2024-02-26,Person83,32,62014.54
2024-11-05,Person44,26,85669.18
2024-10-24,Person39,65,55808.63
2024-02-20,Person29,36,56492.12
2024-08-16,Person2,67,46404.73
2024-02-05,Person49,49,92205.08
2024-04-14,Person5,43,70678.38
2024-05-29,Person99,41,35649.79
2024-05-12,Person35,50,44776.89
2024-03-15,Person69,60,43080.07
2024-10-27,Person5,58,46670.52
2024-11-26,Person66,30,92657.26
2024-03-24,Person19,61,84978.17
2024-03-28,Person34,18,42835.42
2024-11-02,Person76,52,98853.59
2024-03-13,Person85,38,71410.88
2024-12-01,Person15,47,47307.05
2024-09-03,Person57,43,89860.69
2024-12-20,Person63,77,83916.33
2024-08-22,Person61,59,97174.65
2024-06-26,Person76,44,45874.8
2024-05-26,Person34,40,59506.85
2024-01-14,Person73,54,91093.5
2024-09-13,Person81,48,50382.72
2024-09-20,Person38,31,85925.4
2024-01-30,Person52,52,39857.48
2024-02-25,Person82,69,82192.51
2024-10-30,Person94,72,48285.04
2024-11-27,Person71,24,68295.07
2024-10-04,Person95,51,65871.25
2024-12-28,Person64,80,62971.9
2024-04-15,Person74,33,93317.44
2024-04-24,Person48,37,45125.45
2024-05-29,Person1,22,63081.08
2024-02-25,Person73,70,80871.74
2024-03-07,Person25,35,31247.62
2024-06-06,Person89,40,48682.16
2024-08-17,Person3,72,73431.66
2024-09-06,Person100,28,77881.56
2024-04-07,Person12,51,83968.91
2024-09-24,Person4,20,80592.66
2024-10-11,Person13,53,52114.97
2024-04-22,Person80,70,41577.47
2024-12-30,Person24,76,96139.28
2024-11-09,Person20,59,73055.76
2024-06-03,Person74,22,94459.02
2024-05-06,Person51,77,81510.46
2024-05-15,Person70,58,31127.93
2024-08-12,Person56,63,45562.76
2024-10-21,Person93,27,80806.4
2024-10-22,Person4,24,99621.67
2024-12-20,Person72,48,54306.92
2024-09-19,Person57,78,98151.13
2024-02-29,Person22,76,75118.02
2024-09-10,Person100,24,32303.43
2024-08-12,Person16,18,78440.54
2024-03-10,Person37,22,60881.35
2024-10-22,Person64,68,58000.07
2024-07-28,Person56,58,45941.06
2024-12-17,Person73,25,40682.8
2024-02-26,Person81,73,51130.4
2024-07-31,Person80,41,43302.1
2024-01-27,Person51,49,82235.78
2024-05-30,Person29,60,91440.47
2024-03-27,Person34,18,79394.56
2024-07-13,Person62,50,54068.23
2024-03-07,Person62,61,45101.42
2024-12-24,Person41,32,69882.77
2024-09-29,Person67,43,42870.93
2024-01-24,Person54,46,61743.11
2024-11-01,Person61,56,74786.61
2024-10-08,Person66,30,31358.53
2024-08-22,Person51,28,56310.78
2024-01-22,Person65,58,42263.72
2024-09-17,Person7,38,76028.54
2024-12-15,Person5,68,66078.34
2024-11-18,Person34,43,63967.37
2024-01-05,Person100,44,47999.06
2024-09-20,Person97,73,60538.16
2024-04-26,Person91,30,93025.52
2024-07-31,Person16,37,48678.25
2024-06-25,Person41,25,93376.89
2024-08-28,Person81,48,37433.22
2024-07-11,Person84,66,58003.43
2024-10-31,Person89,75,94288.6
2024-08-25,Person11,77,40777.71
2024-08-22,Person51,26,99492.17
2024-07-06,Person78,43,57537.02
2024-09-05,Person79,32,48582.38
2024-04-12,Person98,19,47868.39
2024-12-20,Person97,21,96045.11
2024-03-28,Person9,29,48093.83
2024-10-13,Person3,62,91675.82
2024-05-21,Person77,39,75531.53
2024-01-26,Person95,40,93397.3
2024-12-15,Person29,76,60757.43
2024-01-04,Person90,64,32412.38
2024-10-01,Person74,73,72220.81
2024-11-05,Person46,23,99331.99
2024-06-23,Person64,33,81075.86
2024-10-13,Person59,53,47771.46
2024-07-25,Person67,53,46191.33
2024-04-16,Person73,36,56155.87
2024-12-27,Person18,60,73112.43
2024-02-07,Person68,55,81062.37
2024-01-30,Person7,52,86349.46
2024-05-19,Person69,29,69344.69
2024-01-12,Person64,48,88077.68
2024-07-08,Person53,30,81290.51
2024-02-10,Person30,18,32311.2
2024-11-09,Person53,44,64683.13
2024-07-04,Person25,70,60476.99
2024-05-15,Person95,53,45682.85
2024-09-03,Person45,77,94614.82
2024-07-28,Person96,33,82029.78
2024-10-28,Person87,49,36675.98
2024-04-09,Person13,65,72203.24
2024-10-03,Person98,43,42614.52
2024-07-11,Person66,49,64306.75
2024-04-19,Person50,36,67813.89
2024-03-09,Person74,48,36590.16
2024-07-25,Person70,28,64687.59
2024-02-27,Person64,49,94270.93
2024-09-19,Person72,22,91339.65
2024-12-01,Person50,51,82003.04
2024-07-17,Person53,41,83265.91
2024-09-30,Person62,58,80579.38
2024-09-05,Person21,50,81135.24
2024-10-27,Person96,39,56651.11
2024-08-15,Person44,64,77204.73
2024-11-16,Person99,60,46657.26
2024-01-01,Person28,67,67183.81
2024-12-11,Person21,38,76775.0
2024-01-19,Person81,63,59883.79
2024-07-07,Person71,34,84319.28
2024-08-31,Person54,70,69591.21
2024-10-11,Person100,55,80033.2
2024-10-01,Person26,29,36160.84
2024-05-05,Person96,38,49128.63
2024-05-14,Person76,61,83672.87
2024-05-05,Person66,26,56552.31
2024-02-27,Person81,50,37683.97
2024-01-21,Person2,23,70603.93
2024-05-19,Person53,38,95181.23
2024-12-22,Person48,38,32099.47
2024-01-30,Person57,36,64610.71
2024-01-26,Person2,73,75747.06
2024-07-09,Person6,79,82311.14
2024-03-21,Person42,67,95239.31
2024-10-06,Person75,66,99890.58
2024-11-25,Person83,59,60110.33
2024-07-03,Person100,35,58817.08
2024-11-29,Person75,50,42093.74
2024-06-19,Person82,28,47997.52
2024-12-28,Person21,69,60171.48
2024-03-25,Person26,55,86502.09
2024-09-13,Person39,44,57401.02
2024-01-26,Person48,80,65625.16
2024-08-19,Person36,53,94177.35
2024-02-10,Person84,49,68729.54
2024-06-26,Person44,68,78369.89
2024-02-15,Person27,54,54318.12
2024-03-05,Person59,51,71604.81
2024-04-17,Person4,74,44892.12
2024-12-12,Person38,46,68430.14
2024-12-12,Person74,56,32355.04
2024-12-21,Person75,73,85840.12
2024-01-18,Person34,32,93030.11
2024-07-09,Person40,53,69160.92
2024-01-25,Person76,42,55144.03
2024-12-03,Person10,22,81820.69
2024-02-07,Person14,61,49457.62
2024-04-04,Person32,29,49711.58
2024-09-22,Person68,58,40494.38
2024-07-01,Person31,65,43477.17
2024-12-19,Person6,77,42100.03
2024-07-17,Person64,76,69716.42
2024-02-15,Person96,38,54885.7
2024-02-15,Person86,72,80529.9
2024-01-03,Person47,35,83520.66
2024-05-29,Person54,21,53078.06
2024-04-21,Person87,68,85152.93
2024-06-16,Person3,51,43743.81
2024-10-25,Person11,45,93635.14
2024-12-30,Person64,21,58189.96
2024-06-10,Person27,27,63299.31
2024-09-01,Person15,70,70829.49
2024-09-23,Person59,33,76452.98
2024-01-18,Person21,29,70737.14
2024-08-05,Person43,46,77256.7
2024-09-27,Person8,30,42982.83
2024-10-24,Person50,39,47793.69
2024-04-02,Person61,41,55474.99
2024-06-27,Person52,45,95862.83
2024-09-26,Person76,41,62993.87
2024-08-12,Person90,77,50229.94
2024-04-21,Person74,78,48669.82
2024-10-03,Person8,56,58138.13
2024-10-14,Person52,42,91422.32
2024-04-17,Person76,45,50072.98
2024-09-06,Person15,37,72575.7
2024-02-06,Person56,26,78899.86
2024-03-05,Person46,70,47909.25
2024-10-04,Person67,57,49487.33
2024-02-04,Person48,38,35023.42
2024-01-13,Person62,28,81664.5
2024-08-05,Person13,23,88416.9
2024-01-29,Person31,25,37715.39
2024-03-26,Person90,37,68135.25
2024-09-13,Person46,47,81462.94
2024-04-22,Person20,58,38535.79
2024-09-03,Person60,25,91365.37
2024-02-01,Person43,19,56248.58
2024-09-05,Person34,57,76359.0
2024-12-17,Person56,21,74587.76
2024-11-19,Person22,71,55848.02
2024-04-14,Person66,62,63675.16
2024-02-20,Person79,41,60725.37
2024-10-14,Person40,55,69013.99
2024-04-29,Person94,35,93424.2
2024-02-12,Person78,29,55244.93
2024-01-21,Person97,60,42776.16
2024-09-02,Person8,66,40760.4
2024-05-01,Person31,76,58365.88
2024-07-31,Person90,62,70893.13
2024-11-30,Person36,26,68675.81
2024-08-25,Person13,61,33322.1
2024-06-05,Person3,40,94795.73
2024-01-03,Person55,19,58477.02
2024-11-26,Person88,37,59011.23
2024-08-14,Person96,45,61504.06
2024-08-31,Person54,18,71154.12
2024-07-22,Person59,79,48317.97
2024-09-24,Person67,28,30076.12
2024-11-10,Person46,28,85070.46
2024-06-18,Person18,73,86114.11
2024-04-22,Person4,64,85023.99
2024-06-18,Person20,28,32466.02
2024-02-08,Person15,21,46663.94
2024-04-22,Person100,45,75102.72
2024-01-24,Person53,65,83060.13
2024-06-24,Person78,28,52435.33
2024-03-30,Person75,20,31996.28
2024-02-07,Person1,18,63986.03
2024-10-28,Person22,44,89541.37
2024-12-31,Person71,78,47430.59
2024-08-06,Person16,75,35979.85
2024-12-19,Person40,75,85579.18
2024-05-21,Person13,45,73081.95
2024-12-14,Person77,26,58893.78
2024-03-05,Person54,72,72742.97
2024-11-12,Person91,62,68954.5
2024-10-23,Person33,35,96509.25
2024-02-01,Person14,32,86821.21
2024-07-31,Person3,72,62417.61
2024-03-17,Person28,22,36061.5
2024-04-01,Person80,41,84306.04
2024-06-30,Person40,77,72868.64
2024-12-14,Person34,33,57963.09
2024-06-01,Person7,57,50858.96
2024-06-26,Person96,34,61160.71
2024-10-12,Person75,20,69875.71
2024-08-29,Person28,30,34134.65
2024-06-19,Person9,80,44664.18
2024-09-11,Person75,38,39099.51
2024-02-06,Person37,52,67661.32
2024-08-17,Person35,25,74356.82
2024-01-19,Person3,36,40371.13
2024-03-04,Person43,36,88895.06
2024-08-07,Person83,54,38333.51
2024-12-21,Person95,31,97515.91
2024-06-29,Person67,53,68543.24
2024-09-13,Person40,46,50573.91
2024-03-09,Person74,32,86763.69
2024-06-14,Person33,68,43983.4
2024-03-08,Person13,80,36861.29
2024-08-31,Person32,74,87533.07
2024-12-22,Person78,43,36051.85
2024-06-30,Person24,58,45193.51
2024-07-22,Person30,21,61086.56
2024-01-25,Person43,33,58207.33
2024-12-24,Person15,79,88912.91
2024-03-24,Person38,58,86413.34
2024-09-08,Person83,59,69218.8
2024-08-12,Person6,65,70697.91
2024-07-13,Person66,65,57053.75
2024-01-19,Person72,23,64613.0
2024-03-13,Person42,65,47389.62
2024-02-02,Person55,50,47732.74
2024-04-16,Person25,40,30039.28
2024-07-30,Person54,27,54916.13
2024-06-20,Person93,21,39208.94
2024-05-03,Person42,72,96058.97
2024-10-09,Person57,18,87510.51
2024-05-17,Person41,24,76036.63
2024-07-23,Person26,61,74835.59
2024-02-08,Person61,22,90352.91
2024-06-20,Person48,73,56225.35
2024-08-20,Person62,51,77897.07
2024-10-05,Person61,45,94860.19
2024-12-31,Person54,42,58829.18
2024-12-11,Person93,43,86477.08
2024-11-14,Person63,61,98761.93
2024-06-28,Person38,65,60546.3
2024-10-19,Person9,46,89299.63
2024-01-05,Person27,41,33861.32
2024-10-15,Person14,21,56284.77
2024-02-24,Person86,60,54649.34
2024-09-30,Person52,75,85467.76
2024-03-23,Person62,50,63390.25
2024-04-30,Person57,72,69853.51
2024-11-21,Person43,43,51789.73
2024-03-30,Person13,41,32934.5
2024-06-29,Person88,40,95885.82
2024-08-05,Person82,27,44959.07
2024-04-02,Person74,29,77692.39
2024-03-21,Person75,75,33506.52
2024-10-12,Person13,28,52983.33
2024-05-22,Person40,74,45684.43
2024-03-09,Person65,24,80329.08
2024-08-01,Person15,79,89458.09
2024-02-28,Person76,34,56281.73
2024-11-01,Person68,52,88003.11
2024-08-09,Person9,41,76959.31
2024-07-06,Person51,34,96288.3
2024-11-05,Person90,43,33312.41
2024-08-24,Person79,39,94179.27
2024-08-13,Person35,18,83651.26
2024-02-02,Person83,71,88630.76
2024-06-04,Person9,34,73392.71
2024-06-18,Person16,50,55667.48
2024-09-05,Person19,77,87908.1
2024-09-11,Person10,27,35820.51
2024-10-18,Person13,53,72269.79
2024-07-10,Person55,32,71809.28
2024-08-10,Person28,39,87123.45
2024-04-01,Person14,38,99937.05
2024-03-25,Person65,65,32413.74
2024-11-12,Person18,21,78722.88
2024-09-27,Person59,64,71862.82
2024-08-01,Person67,74,60536.62
2024-05-29,Person60,32,30590.07
2024-12-05,Person39,79,85255.71
2024-08-29,Person12,61,58909.59
2024-10-15,Person93,56,92649.44
2024-12-26,Person41,63,83001.95
2024-11-08,Person95,72,85660.22
2024-03-26,Person33,62,83363.98
2024-04-05,Person24,68,89336.58
2024-05-29,Person88,28,98850.47
2024-11-03,Person35,18,45078.54
2024-09-14,Person97,49,43787.19
2024-03-17,Person10,28,71431.47
2024-07-04,Person42,52,95261.02
2024-09-14,Person8,23,43712.95
2024-08-18,Person44,32,73880.32
2024-12-01,Person73,27,42861.62
2024-02-08,Person14,25,53410.47
2024-06-21,Person45,57,30310.92
2024-11-09,Person34,68,91194.14
2024-02-17,Person21,72,77682.43
2024-12-22,Person63,76,79251.7
2024-01-12,Person68,38,72449.82
2024-04-02,Person42,64,76956.9
2024-03-25,Person64,60,30844.03
2024-09-19,Person65,18,93867.0
2024-10-25,Person7,73,57272.46
2024-01-27,Person36,21,39937.42
2024-12-27,Person78,69,70574.77
2024-05-31,Person33,63,69806.16
2024-06-26,Person87,23,57165.32
2024-01-17,Person48,31,83835.22
2024-07-05,Person72,42,71077.6
2024-02-07,Person79,20,74712.44
2024-02-18,Person49,34,86779.16
2024-05-01,Person86,45,52362.17
2024-11-17,Person79,54,97948.78
2024-02-21,Person55,41,48970.93
2024-05-02,Person91,60,34710.4
2024-05-13,Person48,57,83819.34
2024-02-03,Person60,60,55011.22
2024-10-06,Person97,56,48962.47
2024-03-22,Person98,46,97248.72
2024-04-11,Person63,22,38333.95
2024-09-11,Person6,69,76947.87
2024-03-31,Person72,62,80017.07
2024-09-05,Person10,49,81806.4
2024-04-12,Person69,77,90047.75
2024-03-28,Person2,23,99523.65
2024-01-22,Person70,22,72412.16
2024-04-06,Person42,69,46829.18
2024-02-20,Person37,26,96071.64
2024-02-10,Person30,26,56099.07
2024-02-12,Person68,55,74597.79
2024-11-17,Person56,45,56029.01
2024-03-25,Person66,43,85809.5
2024-08-07,Person71,24,61352.39
2024-02-24,Person46,28,85186.98
2024-10-31,Person40,68,83612.44
2024-12-09,Person31,71,68121.42
2024-12-29,Person30,69,46832.0
2024-05-28,Person31,30,33579.27
2024-03-19,Person77,78,38200.99
2024-04-08,Person7,22,79655.37
2024-08-15,Person12,49,35177.16
2024-02-13,Person65,40,31604.08
2024-12-26,Person91,29,87471.35
2024-05-22,Person69,52,37498.56
2024-10-28,Person67,31,83397.37
2024-09-23,Person68,51,95982.23
2024-04-28,Person92,30,35763.25
2024-11-13,Person8,28,58422.16
2024-03-20,Person59,78,70122.89
2024-08-25,Person66,19,61558.27
2024-09-12,Person66,36,46172.83
2024-01-03,Person56,36,78696.83
2024-07-26,Person55,55,79015.37
2024-08-14,Person15,19,55070.5
2024-04-28,Person35,19,80171.52
2024-09-08,Person6,39,71952.5
2024-03-17,Person25,77,53989.57
2024-03-11,Person67,31,67741.71
2024-01-07,Person94,23,64693.91
2024-11-06,Person38,33,40708.13
2024-07-14,Person89,40,59411.32
2024-04-23,Person92,75,89000.04
2024-01-05,Person80,20,44065.22
2024-02-01,Person61,67,76035.82
2024-08-26,Person93,59,79261.41
2024-05-27,Person59,18,48649.7
2024-05-31,Person11,80,49362.84
2024-05-18,Person34,73,55087.37
2024-10-14,Person7,43,38836.61
2024-05-13,Person78,72,59330.65
2024-01-23,Person91,63,89881.34
2024-06-24,Person90,48,31203.25
2024-02-09,Person50,30,68724.99
2024-07-11,Person83,35,89555.1
2024-08-19,Person87,51,60366.73
2024-02-15,Person25,54,99265.73
2024-08-19,Person51,70,41697.28
2024-01-30,Person45,35,53322.42
2024-04-23,Person56,44,77468.69
2024-01-02,Person45,26,68311.91
2024-02-22,Person98,40,39477.28
2024-09-26,Person54,57,91337.9
2024-12-24,Person29,32,38564.2
2024-07-30,Person32,74,91719.84
2024-12-21,Person91,60,50786.95
2024-08-05,Person64,46,89140.38
2024-01-15,Person100,63,89131.06
2024-12-15,Person42,30,89604.42
2024-12-30,Person1,61,73960.16
2024-11-01,Person68,51,54377.83
2024-06-13,Person29,79,59025.67
2024-05-26,Person91,20,77659.32
2024-06-18,Person95,45,88561.7
2024-12-02,Person22,34,36689.17
2024-04-06,Person49,70,42256.73
2024-09-23,Person31,45,57028.66
2024-02-16,Person52,57,45687.02
2024-10-31,Person81,62,63104.36
2024-06-21,Person9,18,58574.83
2024-06-29,Person92,32,90546.0
2024-04-19,Person32,73,50434.82
2024-07-20,Person23,71,73912.49
2024-12-06,Person8,60,65475.02
2024-06-04,Person39,23,35072.63
2024-08-10,Person78,66,32552.26
2024-10-16,Person29,46,73512.21
2024-08-17,Person69,39,38830.21
2024-03-16,Person40,34,59634.29
2024-04-10,Person30,67,52108.68
2024-07-10,Person91,64,78666.79
2024-03-31,Person7,56,88203.86
2024-04-16,Person23,65,98360.61
2024-07-28,Person89,76,49016.12
2024-10-14,Person42,77,59755.5
2024-01-26,Person95,35,79897.61
2024-07-30,Person40,48,76577.24
2024-03-31,Person49,58,61450.73
2024-12-02,Person9,42,57193.33
2024-12-09,Person85,53,63809.9
2024-07-08,Person61,76,94122.49
2024-07-04,Person58,75,60156.64
2024-12-25,Person10,27,63195.63
2024-12-31,Person35,48,57209.13
2024-05-31,Person43,41,34592.05
2024-11-21,Person94,31,55383.53
2024-08-15,Person25,53,54063.29
2024-06-25,Person26,76,96394.19
2024-06-02,Person82,67,36670.75
2024-08-09,Person32,44,84575.17
2024-11-08,Person70,68,59493.03
2024-07-11,Person13,38,89890.72
2024-12-23,Person43,22,56507.97
2024-03-31,Person70,55,78718.1
2024-05-06,Person98,34,59456.02
2024-02-11,Person10,43,39316.42
2024-08-22,Person16,68,52091.61
2024-12-18,Person87,75,74759.41
2024-06-04,Person10,20,51004.02
2024-05-06,Person5,37,33961.0
2024-05-26,Person63,32,86224.96
2024-10-27,Person52,69,35585.42
2024-03-13,Person58,58,65964.58
2024-11-14,Person78,72,34228.93
2024-09-17,Person89,64,70179.31
2024-08-26,Person46,25,65561.17
2024-01-04,Person69,27,64821.97
2024-06-06,Person86,68,85333.51
2024-12-21,Person22,48,47733.81
2024-01-27,Person36,49,81345.52
2024-05-20,Person38,47,98109.87
2024-03-07,Person9,64,43978.45
2024-04-01,Person40,74,46468.36
2024-01-14,Person52,32,72490.22
2024-06-04,Person65,54,86762.98
2024-11-15,Person47,76,77255.6
2024-04-19,Person45,44,95775.09
2024-04-11,Person67,67,99619.99
2024-11-09,Person31,80,73838.16
2024-10-03,Person92,47,80187.73
2024-03-11,Person22,27,75889.36
2024-06-17,Person73,54,32318.96
2024-12-17,Person90,41,35344.31
2024-01-06,Person37,43,94268.7
2024-12-30,Person17,57,90772.44
2024-11-27,Person53,36,30051.6
2024-03-23,Person88,43,64739.03
2024-06-04,Person92,20,64156.63
2024-06-21,Person43,56,59262.4
2024-10-08,Person69,41,95869.04
2024-10-10,Person81,29,82140.3
2024-09-28,Person53,66,36278.36
2024-10-10,Person12,57,61760.83
2024-05-16,Person84,36,80974.04
2024-02-27,Person60,19,38498.93
2024-05-26,Person30,25,92416.24
2024-09-29,Person37,65,60119.61
2024-08-04,Person100,79,70992.46
2024-08-20,Person94,25,86472.87
2024-10-10,Person69,61,49076.51
2024-06-12,Person52,25,39364.67
2024-04-16,Person46,71,89681.04
2024-04-30,Person40,52,70869.16
2024-04-17,Person67,59,83804.71
2024-12-01,Person4,48,54315.64
2024-07-03,Person79,75,78595.55
2024-01-16,Person66,40,99381.87
2024-03-09,Person66,25,88871.83
2024-07-15,Person57,39,78593.05
2024-09-05,Person89,45,46778.01
2024-01-07,Person45,64,98960.4
2024-08-13,Person79,58,40606.76
2024-09-18,Person28,20,88352.95
2024-07-07,Person39,67,76727.24
2024-10-15,Person65,62,39491.02
2024-11-23,Person44,19,63327.27
2024-12-18,Person13,31,99698.53
2024-12-02,Person73,71,74845.14
2024-02-12,Person72,31,88394.72
2024-04-29,Person32,44,87437.28
2024-08-29,Person62,27,78476.99
2024-06-01,Person31,34,31963.27
2024-11-21,Person70,44,64560.02
2024-07-05,Person93,33,38995.7
2024-01-11,Person94,42,64659.03
2024-02-20,Person2,39,89906.94
2024-01-13,Person62,24,36586.79
2024-04-01,Person19,51,51433.05
2024-06-05,Person68,77,89836.77
2024-08-17,Person51,79,51648.96
2024-08-31,Person68,51,87211.43
2024-01-09,Person55,77,98760.54
2024-07-02,Person39,80,38014.19
2024-09-27,Person86,45,58282.14
2024-09-15,Person93,69,76092.21
2024-08-13,Person32,18,75879.86
2024-02-08,Person78,65,94171.93
2024-05-06,Person43,24,70505.64
2024-04-28,Person88,75,81659.31
2024-05-06,Person72,57,44470.11
2024-03-05,Person75,72,34580.66
2024-05-17,Person4,39,40278.98
2024-04-25,Person97,61,63349.65
2024-12-28,Person5,60,51174.93
2024-09-17,Person2,67,31632.66
2024-03-30,Person28,45,39527.33
2024-03-05,Person62,28,63532.06
2024-08-26,Person58,22,82379.85
2024-04-04,Person90,80,66366.51
2024-11-04,Person5,51,84587.58
2024-08-08,Person24,38,97134.35
2024-12-25,Person69,22,62569.29
2024-01-20,Person26,80,84699.61
2024-06-03,Person62,61,75478.13
2024-01-17,Person16,59,31155.66
2024-06-23,Person37,36,86738.61
2024-10-12,Person16,19,33803.05
2024-12-07,Person72,79,75002.54
2024-08-22,Person73,20,45979.26
2024-10-23,Person51,54,74656.93
2024-08-29,Person28,79,49619.77
2024-07-09,Person25,70,99531.04
2024-07-09,Person65,21,88109.98
2024-06-29,Person58,39,58519.48
2024-01-20,Person16,64,74627.53
2024-01-13,Person32,43,49426.63
2024-10-22,Person38,59,85627.26
2024-07-01,Person13,64,48821.16
2024-06-20,Person58,66,31035.19
2024-08-25,Person42,24,94471.84
2024-01-14,Person45,52,64835.72
2024-10-14,Person48,49,72734.43
2024-05-28,Person34,74,78577.51
2024-11-26,Person96,73,87667.3
2024-06-27,Person30,74,33297.63
2024-07-11,Person63,42,47194.85
2024-02-28,Person16,42,74514.37
2024-12-16,Person36,50,49778.58
2024-04-14,Person49,51,52930.86
2024-02-16,Person11,46,70140.82
2024-07-27,Person75,25,53494.85
2024-03-11,Person45,40,54847.65
2024-11-08,Person38,36,85943.68
2024-06-01,Person66,45,88481.15
2024-06-26,Person25,25,71406.12
2024-01-07,Person58,35,67425.48
2024-06-27,Person92,53,73991.48
2024-03-26,Person3,36,70751.15
2024-07-28,Person26,22,50312.01
2024-04-09,Person8,45,78514.22
2024-12-02,Person27,52,53963.3
2024-05-04,Person79,37,46492.48
2024-04-13,Person22,80,92117.95
2024-03-09,Person29,43,93369.39
